序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
137,603088,宁波精达,13.32,8.03,0.99,329294.0,431009934.0,6.81,13.43,12.59,12.6,12.33,1.53,7.52,66.14,6.11,6691807707.0,5832452909.0,0.0,0.0,34.68,28.94
138,300870,欧陆通,301.0,8.02,22.36,62979.0,1868167607.76,5.14,303.33,289.0,295.01,278.64,0.82,5.78,111.05,12.51,32818228058.0,32814616058.0,0.0,0.37,55.52,36.2
139,688630,芯碁微装,192.72,7.97,14.22,45219.0,852846373.0,5.48,193.38,183.6,183.6,178.5,0.86,3.43,87.57,11.0,25389070788.0,25389070788.0,0.24,-0.06,70.01,43.25
140,688689,银河微电,35.8,7.96,2.64,54929.0,195213656.0,9.77,36.69,33.45,33.82,33.16,1.33,4.26,57.41,3.34,4614736744.0,4614736744.0,-0.06,0.08,36.64,26.15
141,600667,太极实业,10.71,7.96,0.79,2303088.0,2444614411.0,7.46,10.9,10.16,10.19,9.92,1.48,11.01,38.03,2.59,22400416726.0,22400416726.0,-0.37,-0.19,37.13,34.38
142,301595,太力科技,68.58,7.95,5.05,34660.0,231004672.28,8.66,69.0,63.5,63.6,63.53,1.38,14.23,104.79,8.33,7425842400.0,1670814540.0,0.01,0.12,82.44,39.82
143,603083,剑桥科技,120.1,7.94,8.83,418606.0,4933262099.0,7.62,121.99,113.51,113.71,111.27,1.34,15.19,122.51,12.76,42353309797.0,33098163597.0,0.01,0.05,11.55,-10.63
144,688157,松井股份,41.34,7.91,3.03,30290.0,122188160.0,8.07,41.4,38.31,39.08,38.31,1.15,1.94,295.94,4.84,6466860847.0,6466860847.0,-0.05,0.02,28.31,14.1
145,300620,光库科技,163.05,7.91,11.95,182534.0,2924860485.06,6.03,164.2,155.09,155.13,151.1,1.07,7.39,264.26,19.57,40628887862.0,40290908039.0,0.0,0.0,19.18,10.88
146,603757,大元泵业,43.12,7.91,3.16,111278.0,471911271.0,6.71,43.39,40.71,40.71,39.96,1.25,5.97,43.08,3.82,8043917808.0,8043917808.0,-0.05,0.02,21.74,-2.86
147,603319,美湖股份,37.55,7.9,2.75,195700.0,712616215.0,8.53,37.78,34.81,35.44,34.8,2.59,5.77,74.27,5.13,12735070409.0,12735070409.0,-0.05,-0.03,-0.42,2.76
148,000533,顺钠股份,17.66,7.88,1.29,2647815.0,4656041095.32,7.94,18.01,16.71,18.01,16.37,5.92,38.66,113.64,12.87,12199810560.0,12095376384.0,0.86,0.57,128.17,112.0
149,300246,宝莱特,14.0,7.86,1.02,224044.0,310954893.0,10.71,14.3,12.91,12.96,12.98,2.73,10.6,-333.07,3.2,3704472436.0,2958331992.0,0.14,0.07,68.67,72.84
150,300310,宜通世纪,7.02,7.83,0.51,1036513.0,727876158.01,12.14,7.37,6.58,6.61,6.51,3.19,14.98,1368.27,3.24,6189242888.0,4857070931.0,0.14,0.14,16.03,18.78
151,301132,满坤科技,42.58,7.8,3.08,150241.0,624057068.97,8.13,42.77,39.56,40.1,39.5,1.84,15.86,46.35,3.47,6305512482.0,4033792498.0,0.07,0.28,31.1,27.87
152,002897,意华股份,75.19,7.8,5.44,245085.0,1789572705.39,7.6,75.98,70.68,71.17,69.75,1.04,13.43,40.56,5.31,14577889532.0,13716551765.0,0.01,0.08,67.83,39.06
153,603601,再升科技,12.35,7.77,0.89,2460664.0,3049499157.0,9.51,12.61,11.52,11.65,11.46,2.11,21.54,130.22,5.79,14107910992.0,14107910992.0,-0.48,0.16,143.11,-0.96
154,301252,同星科技,39.82,7.77,2.87,51158.0,201798620.72,7.69,40.5,37.66,37.66,36.95,1.3,10.82,57.06,5.18,6738557021.0,1882707121.0,-0.1,-0.08,48.14,22.49
155,688702,盛科通信-U,206.9,7.74,14.87,78791.0,1610863001.0,5.83,210.19,199.0,199.8,192.03,0.8,3.88,-566.12,38.03,84829000000.0,41998999903.0,-0.01,0.03,62.63,46.02
156,002008,大族激光,73.01,7.73,5.24,447111.0,3210844352.05,6.96,73.78,69.06,69.06,67.77,0.9,4.67,65.3,4.43,75171344818.0,69850420773.0,0.01,0.03,99.37,77.25
157,301046,能辉科技,29.12,7.73,2.09,195955.0,577524879.3,16.72,31.58,27.06,27.22,27.03,3.51,15.21,157.78,5.46,4884516874.0,3751100954.0,0.0,0.14,0.31,22.35
158,300992,泰福泵业,32.61,7.69,2.33,50743.0,163130776.0,10.17,33.1,30.02,30.38,30.28,2.51,6.55,177.02,3.44,3109010203.0,2527101058.0,0.37,0.09,37.71,20.78
159,300570,太辰光,130.06,7.68,9.28,220380.0,2822174675.31,5.65,130.93,124.1,124.71,120.78,1.14,11.47,85.1,17.79,29540120322.0,24996624571.0,0.05,0.05,26.46,12.56
160,688796,百奥赛图,82.88,7.64,5.88,21965.0,179816071.0,7.55,83.58,77.77,77.77,77.0,1.4,6.12,213.85,15.24,37038941050.0,2974367686.0,0.01,0.11,210.64,57.57
161,603119,浙江荣泰,89.87,7.64,6.38,176018.0,1540848497.0,7.22,90.2,84.17,85.16,83.49,1.99,8.63,120.62,16.69,32689507021.0,18322649137.0,-0.1,0.01,-7.05,-22.3
162,301326,捷邦科技,158.22,7.56,11.12,33252.0,527721248.53,7.41,163.0,152.1,152.11,147.1,1.54,12.18,-686.06,8.97,11504133164.0,4320476833.0,0.14,0.14,59.11,44.94
163,688818,电科蓝天,68.75,7.54,4.82,402633.0,2657099404.0,9.59,69.66,63.53,64.2,63.93,1.2,30.5,364.8,27.95,119413517438.0,9076123306.0,-0.01,0.01,625.98,625.98
164,300179,四方达,26.66,7.5,1.86,600524.0,1599511906.65,12.34,27.88,24.82,25.15,24.8,0.96,16.06,163.05,10.84,12949399974.0,9970356867.0,0.0,0.0,60.22,76.32
165,603186,华正新材,70.8,7.5,4.94,154553.0,1079873287.0,7.42,71.99,67.1,67.8,65.86,1.07,9.86,132.98,6.86,11100768674.0,11100768674.0,0.03,0.18,66.35,42.74
166,920971,天马新材,30.26,7.46,2.1,62462.0,189264170.2,9.52,31.18,28.5,28.5,28.16,3.8,7.29,85.29,6.82,3179962941.0,2593366789.0,0.0,-0.16,4.96,-1.43
167,688171,纬德信息,57.7,7.45,4.0,23711.0,135326971.0,7.95,58.27,54.0,54.0,53.7,1.61,2.83,395.4,5.73,4833725180.0,4833725180.0,0.26,-0.16,26.29,23.66
168,002706,良信股份,12.6,7.42,0.87,1302969.0,1623216172.92,10.83,12.9,11.63,11.86,11.73,3.01,14.24,34.89,3.48,14151375252.0,11528868834.0,-0.16,-0.16,26.89,16.88
169,603699,纽威股份,60.24,7.42,4.16,113425.0,669491017.0,8.45,60.87,56.13,57.0,56.08,1.26,1.5,31.45,11.19,46703041836.0,45670517935.0,0.18,-0.02,29.19,15.91
170,688280,精进电动-UW,11.16,7.41,0.77,356037.0,389048703.0,6.45,11.18,10.51,10.51,10.39,1.06,6.84,40.72,8.86,6586873804.0,5809272658.0,0.0,-0.09,41.62,28.28
171,300900,广联航空,43.42,7.37,2.98,613495.0,2706502686.87,13.2,46.55,41.21,41.52,40.44,1.84,23.99,611.9,10.0,14186631493.0,11103996028.0,-0.41,-0.34,125.56,11.13
172,002394,联发股份,16.49,7.36,1.13,311252.0,487461817.94,12.5,16.77,14.85,15.55,15.36,2.14,9.63,15.19,1.23,5337813000.0,5330979643.0,0.0,0.06,32.66,3.97
173,601231,环旭电子,41.17,7.35,2.82,633978.0,2554795134.0,7.64,41.54,38.61,39.6,38.35,1.13,2.65,53.07,4.57,98359456061.0,98359456061.0,-0.02,0.1,85.7,37.23
174,688607,康众医疗,56.2,7.33,3.84,24616.0,136194501.0,8.71,57.17,52.61,52.76,52.36,0.96,2.79,-697.6,5.78,4952851317.0,4952851317.0,-0.27,-0.32,68.01,31.31
175,688025,杰普特,263.68,7.3,17.95,58446.0,1495628710.0,8.09,265.88,246.0,255.0,245.73,0.92,6.15,89.33,10.9,25062631857.0,25062631857.0,0.6,0.07,88.54,86.25
176,301096,百诚医药,52.17,7.28,3.54,50147.0,255717377.93,7.38,52.22,48.63,48.81,48.63,1.83,6.06,697.86,2.2,5698439576.0,4319007128.0,0.17,0.21,-1.88,-8.7
177,688141,杰华特,54.94,7.28,3.73,119881.0,651540425.0,6.8,55.58,52.1,52.92,51.21,1.04,2.66,-34.53,15.88,24740669198.0,24740669198.0,0.02,0.05,46.23,26.5
178,603258,电魂网络,20.21,7.27,1.37,150797.0,300594551.0,10.56,20.69,18.7,18.88,18.84,4.63,6.25,-121.15,2.27,4929152307.0,4877508684.0,0.0,-0.25,9.48,9.18
179,688253,英诺特,37.25,7.26,2.52,36575.0,133317705.0,7.66,37.37,34.71,34.96,34.73,2.34,2.67,34.94,2.49,5102665771.0,5102665771.0,-0.03,0.13,9.78,23.43
180,301538,骏鼎达,85.45,7.25,5.78,14389.0,119941581.2,6.53,85.8,80.6,80.6,79.67,1.33,4.61,36.62,4.88,6699280000.0,2667720887.0,-0.01,0.06,17.52,6.57
181,688266,泽璟制药-U,85.8,7.24,5.79,40145.0,341341832.0,6.81,86.9,81.45,81.9,80.01,1.12,1.52,-141.33,20.98,22711962359.0,22711962359.0,-0.12,-0.02,-22.92,-7.44
182,688313,仕佳光子,82.99,7.22,5.59,339135.0,2753100422.0,5.65,83.38,79.01,79.87,77.4,0.95,7.5,109.79,24.7,37510345361.0,37510345361.0,0.0,0.04,3.13,-6.52
183,603678,火炬电子,39.16,7.2,2.63,201830.0,783522892.0,4.49,39.54,37.9,37.9,36.53,1.23,4.24,43.61,3.04,18623189270.0,18623189270.0,-0.03,0.0,27.02,10.87
184,300236,上海新阳,78.3,7.2,5.26,103970.0,793479128.28,6.02,78.46,74.06,74.89,73.04,1.33,3.73,87.17,4.52,24537763777.0,21824321516.0,0.01,0.0,35.44,22.8
185,603356,华菱精工,21.5,7.18,1.44,100881.0,214838920.0,8.37,21.88,20.2,20.2,20.06,0.86,7.57,-28.59,7.48,2866810000.0,2866810000.0,0.05,0.05,59.02,51.52
186,002667,威领股份,30.01,7.18,2.01,346595.0,1021304654.02,9.64,30.7,28.0,28.0,28.0,0.98,14.65,-449.52,20.71,7820350915.0,7100696110.0,0.0,0.07,92.37,129.26
187,301281,科源制药,44.95,7.18,3.01,56404.0,249913768.66,7.8,45.5,42.23,43.53,41.94,1.33,8.19,116.0,3.55,4867635500.0,3094897400.0,0.0,0.0,61.92,53.41
188,688191,智洋创新,54.25,7.17,3.63,69113.0,371017632.0,8.16,55.18,51.05,51.63,50.62,0.69,2.98,195.74,14.43,12567032573.0,12567032573.0,0.22,0.15,63.01,68.58
189,301392,汇成真空,129.94,7.17,8.69,71370.0,921602984.93,5.69,131.9,125.0,125.0,121.25,1.98,17.49,552.0,17.92,12994000000.0,5301020675.0,-0.01,-0.17,8.46,0.7
190,688071,华依科技,35.76,7.16,2.39,36953.0,129676472.0,6.89,35.87,33.57,33.74,33.37,1.18,4.36,-52.72,2.96,3032080530.0,3032080530.0,0.0,0.06,13.85,7.81
191,601226,华电科工,12.0,7.14,0.8,973194.0,1165112924.0,9.55,12.32,11.25,11.25,11.2,1.46,8.37,87.1,3.21,13946684400.0,13946684400.0,0.08,0.08,57.69,53.06
192,920060,万源通,35.14,7.13,2.34,80661.0,281561129.18,7.38,35.67,33.25,33.4,32.8,2.13,8.51,42.84,4.97,5342849458.0,3332124918.0,0.03,-0.14,9.3,6.87
193,301568,思泰克,60.26,7.13,4.01,80411.0,486610795.2,8.62,61.84,56.99,56.99,56.25,1.31,16.89,59.98,6.17,6222351184.0,2868337434.0,0.02,0.0,37.89,24.17
194,002851,麦格米特,129.27,7.11,8.58,181289.0,2323169211.31,5.63,130.0,123.2,123.2,120.69,0.94,3.96,265.16,11.35,75169911909.0,59200446670.0,0.03,-0.02,85.63,43.52
195,300852,四会富仕,50.34,7.11,3.34,87244.0,433470425.18,5.55,50.5,47.89,47.89,47.0,1.03,5.63,46.29,4.13,8080635446.0,7800500696.0,-0.06,0.0,31.09,31.85
196,002931,锋龙股份,83.81,7.11,5.56,203735.0,1688272770.85,8.93,85.86,78.87,79.31,78.25,1.43,10.12,638.28,19.27,18312975791.0,16867058182.0,0.01,0.04,309.23,164.38
197,002212,天融信,8.92,7.08,0.59,1177973.0,1059262623.96,7.32,9.16,8.55,8.59,8.33,4.11,10.1,-33.51,1.13,10520728601.0,10408301402.0,-0.11,-0.22,0.9,-1.65
198,301630,同宇新材,199.8,7.07,13.2,17556.0,346778589.7,8.01,204.16,189.21,189.21,186.6,1.11,17.56,58.36,4.77,7992000000.0,1998000000.0,-0.02,0.02,17.23,17.39
199,000951,中国重汽,22.21,7.04,1.46,327739.0,720363622.21,8.63,22.58,20.79,20.79,20.75,1.5,2.79,18.63,1.68,26093848486.0,26093848486.0,0.14,-0.05,30.49,31.42
200,300476,胜宏科技,289.0,7.02,18.96,396578.0,11308521839.3,5.0,289.99,276.5,278.0,270.04,1.09,4.63,58.29,16.43,252169063457.0,247667096597.0,-0.01,0.0,5.47,0.49
201,301361,众智科技,43.57,7.0,2.85,95089.0,405952472.87,10.04,44.5,40.41,40.72,40.72,1.63,31.23,53.81,4.19,5068759520.0,1326445080.0,0.16,0.51,32.79,33.69
202,301479,弘景光电,97.48,7.0,6.38,37973.0,363146135.04,7.45,97.87,91.08,92.07,91.1,2.01,18.08,44.97,6.76,8672340661.0,2047247276.0,0.0,0.24,15.62,12.02
203,300369,绿盟科技,10.26,6.99,0.67,1678983.0,1801169437.03,18.98,11.51,9.69,9.69,9.59,2.95,20.78,-31.81,3.34,8316980561.0,8290653821.0,0.1,-0.1,32.9,37.17
204,300658,延江股份,29.6,6.98,1.93,372799.0,1091116668.82,10.16,30.67,27.86,28.58,27.67,0.82,16.53,173.81,7.34,9849817508.0,6675214814.0,0.1,-0.5,156.28,99.73
205,688800,瑞可达,95.14,6.95,6.18,97645.0,909149028.0,6.95,96.39,90.21,91.0,88.96,0.98,4.75,63.72,8.24,19567856232.0,19567856232.0,0.01,-0.27,34.76,14.63
206,300804,广康生化,49.4,6.93,3.2,47492.0,226261947.4,9.26,49.68,45.4,45.7,46.2,1.03,17.27,78.68,2.69,3655600000.0,1358500000.0,-0.08,-0.16,41.34,41.14
207,603211,晋拓股份,22.58,6.91,1.46,64191.0,141843573.0,7.24,22.73,21.2,21.2,21.12,1.59,2.36,82.37,5.0,6137424640.0,6137424640.0,-0.04,-0.13,23.79,0.13
208,600396,华电辽能,3.88,6.89,0.25,1792647.0,674241950.0,8.82,3.9,3.58,3.68,3.63,2.26,12.17,1289.2,4.23,5714102450.0,5714102450.0,0.0,0.26,27.63,36.14
209,301165,锐捷网络,88.31,6.86,5.67,108505.0,951033898.5,6.04,89.2,84.21,84.26,82.64,1.6,1.36,77.43,14.16,70246590869.0,70246590869.0,0.03,-0.05,21.09,-0.55
210,603778,国晟科技,18.93,6.83,1.21,1074001.0,1972443922.0,8.52,19.1,17.59,17.7,17.72,0.99,16.71,-61.72,17.09,12430235332.0,12169285698.0,0.05,0.75,53.9,7.56
211,688668,鼎通科技,149.26,6.8,9.5,52321.0,771167638.0,6.07,150.48,142.0,144.5,139.76,1.06,3.76,86.15,10.52,20787530652.0,20787530652.0,-0.01,-0.06,62.38,20.37
212,601868,中国能建,3.14,6.8,0.2,32316159.0,9989402725.0,12.24,3.23,2.87,2.98,2.94,2.12,9.97,31.11,1.19,130910253817.0,101826204777.0,0.0,0.0,33.05,33.62
213,301041,金百泽,30.25,6.78,1.92,83945.0,250702134.5,6.18,30.44,28.69,28.69,28.33,2.22,10.64,344.28,4.84,3227070000.0,2387349330.0,-0.13,-0.07,7.27,11.21
214,920368,连城数控,44.63,6.77,2.83,163945.0,716761275.22,8.8,45.55,41.87,42.4,41.8,1.22,7.34,133.84,2.48,10478251037.0,9968654272.0,0.13,-0.16,71.98,79.16
215,001339,智微智能,77.9,6.77,4.94,258843.0,1995358038.52,8.22,80.0,74.0,77.0,72.96,1.42,21.68,112.54,8.72,19650028836.0,9300524390.0,0.1,-0.12,50.3,52.42
216,603306,华懋科技,87.6,6.74,5.53,143261.0,1224815643.0,5.67,87.87,83.22,84.1,82.07,0.83,4.35,125.5,9.3,28863701819.0,28863701819.0,0.0,0.02,86.07,39.03
217,603256,宏和科技,73.43,6.73,4.63,393119.0,2842798933.0,8.72,75.0,69.0,70.3,68.8,1.63,4.47,358.9,40.69,66423782656.0,64598390325.0,0.18,0.31,132.37,99.48
218,603331,百达精工,17.28,6.73,1.09,250679.0,424979606.0,7.47,17.49,16.28,16.44,16.19,1.28,12.4,43.86,2.63,3493594990.0,3493594990.0,-0.06,0.06,49.09,21.26
219,688379,华光新材,54.26,6.73,3.42,49088.0,263398357.0,5.98,54.9,51.86,51.86,50.84,1.11,5.45,25.51,4.17,4888040315.0,4888040315.0,-0.04,-0.06,22.54,-1.45
220,603042,华脉科技,20.21,6.71,1.27,240893.0,477838582.0,6.6,20.28,19.03,19.07,18.94,0.87,15.0,-66.9,3.76,3245520666.0,3245520666.0,0.0,-0.15,28.89,19.09
221,300709,精研科技,45.0,6.69,2.82,135457.0,604606102.1,5.86,45.62,43.15,43.23,42.18,1.49,9.07,41.66,3.65,8373450645.0,6717737745.0,-0.22,-0.2,4.77,-4.58
222,920183,海菲曼,45.55,6.67,2.85,39274.0,176233192.32,8.29,46.35,42.81,43.35,42.7,0.74,34.91,29.8,6.16,2229763600.0,512429620.0,0.18,0.49,131.1,131.1
223,688323,瑞华泰,23.09,6.65,1.44,63293.0,144960851.0,6.42,23.3,21.91,21.91,21.65,1.14,3.52,-47.44,4.86,4156205172.0,4156205172.0,0.0,-0.09,53.73,2.58
224,600171,上海贝岭,31.44,6.61,1.95,367832.0,1150036684.0,8.95,32.44,29.8,29.8,29.49,3.44,5.19,81.84,4.96,22288548646.0,22288548646.0,0.0,0.0,-0.85,0.61
225,301628,强达电路,116.17,6.59,7.18,41610.0,485826595.13,8.91,120.73,111.02,111.02,108.99,1.26,12.75,68.18,7.63,8756406686.0,3789906846.0,0.01,-0.01,39.28,30.9
226,301217,铜冠铜箔,43.69,6.59,2.7,336556.0,1462658701.33,9.69,44.65,40.68,40.68,40.99,1.14,4.06,433.08,6.69,36219689117.0,36219689117.0,0.09,0.41,46.37,27.45
227,301182,凯旺科技,55.4,6.58,3.42,61224.0,329591568.03,8.08,55.8,51.6,53.02,51.98,1.23,6.39,-78.5,6.96,5308522180.0,5308522180.0,0.14,0.13,50.83,29.99
228,688503,聚和材料,93.94,6.58,5.8,125832.0,1161461689.0,4.46,93.98,90.05,90.5,88.14,1.13,6.26,55.59,4.54,22736640423.0,18874406482.0,-0.04,0.09,77.21,54.0
229,300322,硕贝德,28.95,6.55,1.78,506362.0,1446955603.8,5.26,28.98,27.55,27.6,27.17,1.58,11.5,196.98,13.35,13318104529.0,12750470589.0,0.07,0.07,35.85,6.08
230,301606,绿联科技,86.18,6.55,5.3,214956.0,1784353955.84,17.93,93.0,78.5,90.02,80.88,3.54,9.81,57.45,11.38,35756927081.0,18874825510.0,0.68,2.84,40.86,46.71
231,301511,德福科技,35.69,6.54,2.19,339601.0,1194264763.56,7.16,36.21,33.81,34.51,33.5,1.02,9.06,253.36,5.54,22496192180.0,13370582210.0,-0.14,0.42,11.43,-0.28
232,300757,罗博特科,390.16,6.54,23.96,85388.0,3310394800.08,4.19,393.33,378.0,382.0,366.2,0.83,5.67,-656.14,39.27,65393980588.0,58778686304.0,0.06,-0.12,97.05,67.24
233,603688,石英股份,54.35,6.53,3.33,295389.0,1568129209.0,8.96,54.77,50.2,52.0,51.02,1.1,5.45,163.37,5.08,29440215007.0,29440215007.0,-0.24,0.06,49.48,48.58
234,003018,金富科技,26.65,6.51,1.63,147718.0,390095802.64,7.63,27.19,25.28,25.29,25.02,0.78,15.08,55.62,4.35,6929000000.0,2611138351.0,0.04,-0.07,32.26,52.99
235,000007,全新好,14.09,6.5,0.86,119528.0,165303256.6,8.69,14.15,13.0,13.33,13.23,1.47,3.45,1071.13,26.72,4881452940.0,4881452940.0,0.0,0.14,38.82,23.16
236,003026,中晶科技,34.6,6.49,2.11,71034.0,244688215.46,8.31,35.5,32.8,32.86,32.49,1.6,7.42,98.74,6.81,4484817400.0,3311057795.0,0.0,-0.06,14.27,12.05
237,301196,唯科科技,86.55,6.48,5.27,48717.0,416448004.6,8.37,87.99,81.19,82.28,81.28,1.16,5.94,36.61,3.27,10845903937.0,7093777432.0,0.03,0.02,15.49,8.23
238,688257,新锐股份,80.05,6.46,4.86,111097.0,879390803.0,9.06,82.0,75.19,76.98,75.19,1.19,4.4,85.4,8.53,20205300745.0,20205300745.0,-0.22,0.31,187.64,133.52
239,300602,飞荣达,37.62,6.45,2.28,340703.0,1261652207.47,5.07,37.75,35.96,36.11,35.34,0.95,8.62,57.37,5.51,21889702274.0,14875093702.0,-0.03,-0.03,37.65,13.45
240,603381,永臻股份,27.45,6.44,1.66,133049.0,360208915.0,8.41,28.2,26.03,26.1,25.79,1.37,9.36,2229.76,1.82,6512686149.0,3901679481.0,0.0,-0.07,39.48,38.22
241,002902,铭普光磁,21.54,6.42,1.3,153132.0,324233387.98,6.03,21.81,20.59,20.59,20.24,1.56,8.62,-25.38,6.0,5062095195.0,3826198579.0,-0.05,0.0,-3.36,-5.07
242,688661,和林微纳,94.45,6.36,5.65,44197.0,414625614.0,4.72,95.69,91.5,92.5,88.8,0.82,2.91,484.03,11.69,14345805166.0,14345805166.0,0.03,-0.05,132.18,82.48
243,002862,实丰文化,17.41,6.35,1.04,76979.0,132013831.4,5.68,17.5,16.57,16.58,16.37,1.0,6.1,-37.31,7.31,2924880000.0,2197976218.0,0.0,0.06,-19.17,-10.86
244,688683,莱尔科技,39.73,6.34,2.37,19332.0,75618774.0,6.69,39.86,37.36,39.19,37.36,1.36,1.25,150.73,5.36,6400415594.0,6165219119.0,0.08,0.2,33.86,25.33
245,688530,欧莱新材,34.74,6.34,2.07,122794.0,427898156.0,5.66,35.85,34.0,34.3,32.67,0.93,18.12,-137.29,6.89,5559957186.0,2354614807.0,-0.14,-0.03,108.4,111.31
246,300118,东方日升,20.15,6.33,1.2,1157430.0,2290108629.87,6.6,20.27,19.02,19.5,18.95,1.53,12.49,-18.46,2.18,22971279339.0,18675545512.0,0.05,0.05,101.1,37.45
247,301345,涛涛车业,207.05,6.32,12.3,15825.0,324194207.28,6.09,207.88,196.02,196.8,194.75,1.4,5.45,27.92,6.61,22578610151.0,6016447719.0,-0.03,-0.03,-2.66,-17.61
248,920725,惠丰钻石,37.36,6.32,2.22,51366.0,190006860.85,7.14,37.88,35.37,35.37,35.14,1.16,12.21,-180.2,5.7,3410034000.0,1572025188.0,0.08,-0.05,6.41,10.83
249,688130,晶华微,24.65,6.3,1.46,24066.0,58560205.0,6.47,24.82,23.32,23.32,23.19,1.89,3.99,-69.81,2.4,2979965467.0,1486027567.0,0.12,0.28,12.15,17.72
250,301560,众捷汽车,39.25,6.28,2.32,25448.0,97921784.1,5.93,39.39,37.2,37.35,36.93,1.06,10.46,58.35,4.87,4772800000.0,954560000.0,-0.2,-0.05,16.78,15.24
251,603610,麒盛科技,19.87,6.26,1.17,137080.0,270200369.0,7.75,20.2,18.75,18.75,18.7,2.6,3.88,35.79,2.22,7013943509.0,7013943509.0,0.0,-0.05,4.58,4.3
252,600522,中天科技,28.9,6.25,1.7,1685445.0,4798301707.0,6.51,29.18,27.41,27.55,27.2,1.03,4.94,31.63,2.69,98634244943.0,98634244943.0,-0.21,0.0,74.2,59.49
253,688221,前沿生物-U,20.42,6.24,1.2,160643.0,321689879.0,6.09,20.48,19.31,19.4,19.22,1.31,4.29,-29.23,8.65,7648896094.0,7648896094.0,0.0,0.0,5.31,13.13
254,000586,汇源通信,16.68,6.24,0.98,122869.0,202211565.24,6.88,16.88,15.8,15.8,15.7,1.36,6.35,163.91,9.53,3226579200.0,3226579200.0,0.0,0.24,27.52,23.28
255,002627,三峡旅游,8.7,6.23,0.51,285971.0,247472673.88,6.59,8.8,8.26,8.27,8.19,1.82,3.99,55.06,2.03,6304031989.0,6238835833.0,0.0,-0.11,24.29,17.25
256,000700,模塑科技,13.14,6.22,0.77,554838.0,716605424.69,6.22,13.22,12.45,12.53,12.37,1.3,6.04,24.12,3.0,12062722211.0,12062722211.0,0.0,-0.15,39.19,-6.48
257,002475,立讯精密,49.39,6.22,2.89,1814094.0,8875107862.07,5.38,49.7,47.2,47.2,46.5,1.72,2.5,23.43,4.5,359854777418.0,359029381369.0,-0.04,-0.08,-16.95,-12.66
258,688345,博力威,38.14,6.21,2.23,19395.0,72550350.0,5.57,38.22,36.22,36.22,35.91,1.29,1.94,69.04,3.44,3857841930.0,3814000000.0,0.0,0.03,19.37,22.24
259,301179,泽宇智能,25.56,6.19,1.49,529293.0,1291243759.45,13.63,26.4,23.12,24.68,24.07,1.88,22.29,133.55,4.26,10336657464.0,6070639276.0,0.04,-0.08,66.73,61.67
260,002615,哈尔斯,9.26,6.19,0.54,174096.0,156346862.3,7.68,9.32,8.65,8.76,8.72,1.08,5.69,32.34,2.54,4317639198.0,2833954578.0,-0.22,-0.22,16.19,20.73
261,301031,中熔电气,151.62,6.18,8.82,34685.0,517837974.84,6.51,152.73,143.43,143.43,142.8,1.37,5.04,46.18,10.6,14907654418.0,10434136642.0,0.0,0.05,47.92,35.15
262,301201,诚达药业,45.24,6.17,2.63,54104.0,241110785.67,5.49,45.47,43.13,43.13,42.61,1.94,4.98,312.96,3.29,6999253398.0,4910544313.0,0.0,0.09,8.18,11.15
263,603667,五洲新春,76.48,6.15,4.43,337319.0,2551614355.0,8.01,78.88,73.11,73.22,72.05,1.5,9.21,213.29,9.39,28007187850.0,28007187850.0,0.0,0.01,66.62,9.29
264,688260,昀冢科技,31.13,6.14,1.8,64660.0,200677407.0,7.13,31.96,29.87,29.87,29.33,1.25,5.39,-21.21,27.31,3735600000.0,3735600000.0,-0.06,-0.13,-8.17,8.09
265,603328,依顿电子,12.68,6.11,0.73,357135.0,446710494.0,5.77,12.86,12.17,12.18,11.95,1.46,3.58,27.06,2.94,12660252307.0,12660252307.0,-0.08,0.08,16.76,15.69
266,603297,永新光学,123.87,6.11,7.13,15641.0,191152383.0,5.37,123.93,117.66,117.67,116.74,0.95,1.41,68.24,6.88,13741729029.0,13716013617.0,-0.03,0.36,29.26,17.64
267,688737,中自科技,28.88,6.1,1.66,26390.0,75336466.0,7.05,28.96,27.04,27.29,27.22,1.04,2.21,-61.45,1.95,3453023020.0,3453023020.0,0.0,0.03,21.5,28.7
268,002815,崇达技术,15.69,6.09,0.9,563644.0,873063119.93,4.53,15.71,15.04,15.07,14.79,1.48,7.25,46.31,2.16,19363834274.0,12193358200.0,0.0,0.06,18.06,14.86
269,601016,节能风电,3.66,6.09,0.21,6225933.0,2278481193.0,11.01,3.8,3.42,3.42,3.45,3.31,10.49,23.56,1.35,23571793325.0,21718990358.0,0.27,0.27,22.41,24.07
270,002198,嘉应制药,8.04,6.07,0.46,368620.0,292303159.47,7.39,8.14,7.58,7.58,7.58,1.74,7.26,140.42,5.76,4080379178.0,4080145214.0,0.0,0.0,9.09,14.37
271,300718,长盛轴承,76.84,6.07,4.4,88838.0,678114409.87,6.99,78.45,73.39,74.6,72.44,2.25,4.58,91.69,13.71,22958180665.0,14894821816.0,0.0,-0.01,-4.92,-9.98
272,300951,博硕科技,38.7,6.06,2.21,39604.0,152391275.2,6.0,39.18,36.99,37.0,36.49,2.16,2.62,34.17,2.82,6555803104.0,5858961616.0,-0.05,-0.05,12.86,12.66
